timestamp,product,Z1_Temp,Z2_Temp,Z3_Temp,Extruder_Speed,Melt_Pressure,Haze,Defect_Density
2026-06-15 08:00:00,Product_A,180.2483570765056,166.03398577879716,81.78,44.444582978467515,119.49148838157275,3.0252173242574547,0.40547857547864796
2026-06-15 08:02:00,Product_A,179.9608673494169,165.71521824067906,82.05,44.35989155819851,119.47990249394353,2.921632195307074,0.5861062896326045
2026-06-15 08:04:00,Product_A,180.38384026913033,166.0601882925113,81.84,44.51308692311181,117.89322358497668,3.595102172856214,0.48352038153470966
2026-06-15 08:06:00,Product_A,180.8515014288115,166.32667367796165,81.92,45.06378500272165,119.67587621896602,3.511862470170314,0.4723869699476121
2026-06-15 08:08:00,Product_A,180.00289131519824,166.04383192845367,82.5,44.64288499380325,120.97535803843259,2.9176275484905343,0.3841711418293431
2026-06-15 08:10:00,Product_A,180.03286902933746,166.05262699802856,82.4,45.20544578569244,118.59084947006674,3.464466116571456,0.7498404820529792
2026-06-15 08:12:00,Product_A,180.96949842719204,165.6207672586142,81.61,45.01388549950102,121.40205479750536,3.052309414483864,0.4436749939886644
2026-06-15 08:14:00,Product_A,180.59354590658904,165.65784532353004,82.25,44.21259831462478,120.75313228699149,3.170815889173617,0.6049196370343553
2026-06-15 08:16:00,Product_A,180.00500688894004,165.22757875660744,82.24,45.26199023368868,119.31062523750039,3.1322135873475663,0.21874889187920954
2026-06-15 08:18:00,Product_A,180.54091566938703,167.1323755865082,81.66,45.32431945823669,120.0457447760146,3.001160692016691,0.6769982794534679
2026-06-15 08:20:00,Product_A,180.06779140353424,165.349729932349,82.25,44.60245493006606,122.15741058374708,3.3416831345837585,0.6578316733935587
2026-06-15 08:22:00,Product_A,180.0964700257264,165.6936529412041,82.46,45.16807661715799,121.14349138784073,3.1744048976258066,0.5146151165445955
2026-06-15 08:24:00,Product_A,180.48011775764977,165.6916288858689,81.66,44.65740070503632,120.2975460893245,3.037954446518685,0.4659586300793114
2026-06-15 08:26:00,Product_A,179.43226230553017,166.67283320600134,81.72,45.039068150699336,120.02551608658123,2.8735770943138204,0.5600000008420349
2026-06-15 08:28:00,Product_A,179.5561704276762,165.97204141164232,82.31,44.494200637218015,120.4263525695074,2.967386966057237,0.8433185991320433
2026-06-15 08:30:00,Product_A,180.16717063280032,166.91071556467887,82.08,44.28275741898617,119.74394287732088,2.8133529487445346,0.23551449516447726
2026-06-15 08:32:00,Product_A,179.97153905967554,165.77096067688146,82.17,44.84687312415481,117.85594564197665,3.145753567334471,0.6173041081361191
2026-06-15 08:34:00,Product_A,180.66467071349865,166.35536107599305,82.1,44.95050842149006,122.85578948724141,2.902710416841524,0.3632574046769146
2026-06-15 08:36:00,Product_A,180.08307668251686,165.69958984460632,82.12,44.84092812255416,120.61503859475619,3.0892320730218605,0.49701224055504034
2026-06-15 08:38:00,Product_A,179.86042483426186,167.5006442004626,81.6,44.526387776710976,120.92983619032405,3.406061537952208,0.4628179821382005
2026-06-15 08:40:00,Product_A,181.32883237684595,165.51367465252915,82.31,44.840040375147545,120.40591595300198,3.386143820824046,0.4357522613303366
2026-06-15 08:42:00,Product_A,180.51249154929502,166.42472663169286,82.35,45.107717901032295,119.6165424151271,3.140562161134043,0.4984302306420906
2026-06-15 08:44:00,Product_A,180.68845297158657,166.63162155075943,81.93,44.98204278795099,120.2987787125712,3.121206710306962,0.3298743282083314
2026-06-15 08:46:00,Product_A,179.97155847749886,166.51207601099466,81.99,45.073000412239686,118.62574473780658,3.5157140481853184,0.654377065419195
2026-06-15 08:48:00,Product_A,180.44091651701882,166.16498420497277,81.54,44.73195391981831,123.30057413111838,3.234964579056408,0.23087847332020994
2026-06-15 08:50:00,Product_A,180.7976731726185,166.21054295463532,82.15,45.468687165886465,119.1096260152158,3.0775242365608024,0.5809646769242514
2026-06-15 08:52:00,Product_A,180.19574486696533,166.32691837241464,82.17,44.52953066537809,119.37556584377612,2.8582287212261948,0.45101962211981433
2026-06-15 08:54:00,Product_A,180.98804331923932,166.22454316303055,81.98,45.19502411883469,120.10841090600462,3.218401497530953,0.3243612659288819
2026-06-15 08:56:00,Product_A,180.52874760073294,166.90310069367382,82.34,45.47275643718398,122.20511770110598,3.3126108746757956,0.5303575055898043
