timestamp,XMEAS_1,XMEAS_2,XMEAS_3,XMEAS_4,XMEAS_5,XMEAS_6,XMEAS_7,XMEAS_8,XMEAS_9,XMEAS_10,XMEAS_11,XMEAS_12,XMEAS_13,XMEAS_14,XMEAS_15,XMEAS_16,XMEAS_17,XMEAS_18,XMEAS_19,XMEAS_20,XMEAS_21,XMEAS_22,XMEAS_23,XMEAS_24,XMEAS_25,XMEAS_26,XMEAS_27,XMEAS_28,XMEAS_29,XMEAS_30,XMEAS_31,XMEAS_32,XMEAS_33,XMEAS_34,XMEAS_35,XMEAS_36,XMEAS_37,XMEAS_38,XMEAS_39,XMEAS_40,XMEAS_41,XMV_1,XMV_2,XMV_3,XMV_4,XMV_5,XMV_6,XMV_7,XMV_8,XMV_9,XMV_10,XMV_11,XMEAS_1_dev,XMEAS_4_dev,XMEAS_7_dev,XMEAS_8_dev,XMEAS_10_dev,XMEAS_12_dev,XMEAS_13_dev,XMEAS_15_dev,XMEAS_17_dev,XMEAS_19_dev,XMEAS_20_dev,XMEAS_23_dev,XMEAS_24_dev,XMEAS_25_dev,XMEAS_27_dev,XMEAS_29_dev,XMEAS_30_dev,XMEAS_32_dev,XMEAS_33_dev,XMEAS_37_dev,XMEAS_38_dev,XMEAS_39_dev,XMV_1_dev,XMV_3_dev,XMV_4_dev,XMV_5_dev,XMV_7_dev,XMV_8_dev,XMV_9_dev,XMV_10_dev,XMV_11_dev,time_hours
2020-01-01 00:00:00,0.25195,3683.7,4498.9,9.3576,27.03,42.565,2703.7,75.112,120.42,0.33897,79.906,49.199,2631.9,24.991,52.362,3101.8,23.191,65.694,230.03,341.56,94.73,77.216,32.188,8.8933,26.383,6.882,18.776,1.6567,32.958,13.823,23.978,1.2565,18.579,2.2633,4.8436,2.2986,0.017866,0.8357,0.098577,53.724,43.828,62.713,54.104,24.504,60.612,22.279,39.839,35.743,52.0,47.474,41.244,17.563,0.007481399999999999,0.0050069999999990955,-2.324000000000069,0.05590999999999724,-0.00022040000000000948,-0.7928800000000038,-2.8099999999999454,2.3437899999999985,0.2977799999999995,0.088799999999992,0.254099999999994,-0.032339999999997815,-0.005938000000000443,-0.09019999999999939,0.042020000000000834,-0.0015599999999977854,0.00026000000000081513,0.013161999999999896,-0.02494000000000085,-0.0006110700000000018,-0.0002554999999999641,0.001300049999999997,-0.31170999999999793,0.4749900000000018,-0.66601,0.1116199999999985,-2.3332300000000004,5.423830000000002,0.172229999999999,0.15538000000000096,-0.6774800000000027,0.0
2020-01-01 00:03:00,0.24995,3657.8,4500.6,9.3746,26.761,42.467,2704.9,75.106,120.41,0.33452,80.033,50.281,2633.2,27.12,49.838,3101.6,21.912,65.677,228.23,341.55,94.563,77.277,32.188,8.8933,26.383,6.882,18.776,1.6567,32.958,13.823,23.978,1.2565,18.579,2.2633,4.8436,2.2986,0.017866,0.8357,0.098577,53.724,43.828,63.159,54.084,24.7,61.599,22.239,40.381,38.927,46.159,47.638,41.148,20.596,0.005481399999999997,0.022006999999998555,-1.1239999999997963,0.04990999999999701,-0.004670400000000019,0.28911999999999694,-1.5100000000002183,-0.18021000000000242,-0.9812200000000004,-1.7112000000000194,0.2441000000000031,-0.032339999999997815,-0.005938000000000443,-0.09019999999999939,0.042020000000000834,-0.0015599999999977854,0.00026000000000081513,0.013161999999999896,-0.02494000000000085,-0.0006110700000000018,-0.0002554999999999641,0.001300049999999997,0.13429000000000002,0.6709899999999998,0.3209899999999948,0.07161999999999935,0.8507699999999971,-0.4171699999999987,0.3362300000000005,0.05938000000000443,2.3555199999999985,0.05
2020-01-01 00:06:00,0.25196,3674.7,4504.5,9.4104,27.126,41.968,2706.6,74.395,120.42,0.33834,80.125,51.839,2635.1,26.465,50.223,3104.0,22.676,65.695,231.4,341.7,94.652,77.594,32.005,9.169,26.428,6.7949,19.149,1.6625,32.628,13.854,24.234,1.2476,18.47,2.2842,4.8,2.3075,0.017866,0.8357,0.098577,53.724,43.828,62.869,54.037,24.51,60.851,22.451,39.914,43.513,47.049,47.357,41.578,18.753,0.007491400000000009,0.05780699999999861,0.5760000000000218,-0.6610900000000015,-0.0008504000000000289,1.8471199999999968,0.38999999999987267,0.2047899999999956,-0.21722000000000108,1.4587999999999965,0.39409999999998035,-0.21533999999999764,0.26976200000000006,-0.045199999999997686,0.41502000000000194,-0.3315599999999961,0.03125999999999962,0.004261999999999988,-0.1339400000000026,-0.0006110700000000018,-0.0002554999999999641,0.001300049999999997,-0.15570999999999913,0.480990000000002,-0.4270100000000028,0.2836199999999991,5.436769999999996,0.47283000000000186,0.05523000000000167,0.48938000000000415,0.5125199999999985,0.1
2020-01-01 00:09:00,0.25007,3704.1,4488.7,9.3373,27.006,42.472,2707.8,74.435,120.39,0.33562,80.321,50.604,2636.6,25.977,48.526,3105.6,23.61,65.743,231.26,341.37,94.464,77.584,32.005,9.169,26.428,6.7949,19.149,1.6625,32.628,13.854,24.234,1.2476,18.47,2.2842,4.8,2.3075,0.017866,0.8357,0.098577,53.724,43.828,62.363,54.226,24.696,60.717,22.263,40.246,39.878,43.124,47.369,40.751,16.518,0.005601400000000006,-0.015292999999999779,1.7760000000002947,-0.6210899999999953,-0.003570400000000029,0.6121199999999973,1.8899999999998727,-1.49221,0.71678,1.3187999999999818,0.06409999999999627,-0.21533999999999764,0.26976200000000006,-0.045199999999997686,0.41502000000000194,-0.3315599999999961,0.03125999999999962,0.004261999999999988,-0.1339400000000026,-0.0006110700000000018,-0.0002554999999999641,0.001300049999999997,-0.6617099999999994,0.666990000000002,-0.5610100000000031,0.09562000000000026,1.8017699999999977,-3.4521699999999953,0.06723000000000212,-0.33762000000000114,-1.722480000000001,0.15
2020-01-01 00:12:00,0.26697,3683.9,4487.1,9.3184,26.708,42.378,2709.9,74.774,120.41,0.33927,80.51,48.721,2639.2,25.821,50.132,3106.7,22.547,65.786,232.05,341.86,94.44,77.67,32.175,8.8893,26.778,6.8241,18.954,1.6442,32.516,13.942,23.592,1.2293,18.738,2.2797,4.7818,2.2843,0.017866,0.8357,0.098577,53.724,43.828,63.516,53.299,26.696,62.889,22.217,40.663,34.336,46.839,47.292,41.64,19.0,0.022501399999999977,-0.03419300000000014,3.8760000000002037,-0.2820899999999966,7.9600000000013e-05,-1.2708800000000053,4.489999999999782,0.1137899999999945,-0.34621999999999886,2.1088000000000022,0.5541000000000054,-0.045340000000003045,-0.009938000000000002,0.3048000000000002,0.22002000000000166,-0.44355999999999796,0.11926000000000059,-0.014037999999999995,0.13405999999999807,-0.0006110700000000018,-0.0002554999999999641,0.001300049999999997,0.49128999999999934,2.666990000000002,1.610990000000001,0.04961999999999733,-3.740230000000004,0.262830000000001,-0.00976999999999606,0.5513800000000018,0.7595199999999984,0.2
2020-01-01 00:15:00,0.26734,3644.2,4513.9,9.4537,27.063,42.464,2708.0,74.158,120.39,0.33884,80.293,49.279,2636.7,24.893,46.774,3105.4,22.069,65.851,230.7,341.97,94.406,77.149,32.175,8.8893,26.778,6.8241,18.954,1.6442,32.516,13.942,23.592,1.2293,18.738,2.2797,4.7818,2.2843,0.010092,0.83953,0.078133,52.556,44.653,64.199,52.979,26.66,60.756,22.295,40.715,35.977,39.069,47.406,40.873,20.17,0.022871400000000014,0.10110699999999895,1.9760000000001128,-0.8980899999999963,-0.00035040000000002847,-0.7128799999999984,1.9899999999997817,-3.2442100000000025,-0.8242200000000004,0.7587999999999795,0.664100000000019,-0.045340000000003045,-0.009938000000000002,0.3048000000000002,0.22002000000000166,-0.44355999999999796,0.11926000000000059,-0.014037999999999995,0.13405999999999807,-0.008385070000000001,0.003574500000000036,-0.019143950000000007,1.1742899999999992,2.6309900000000006,-0.5220100000000016,0.1276200000000003,-2.0992300000000057,-7.507169999999995,0.10423000000000116,-0.21562000000000126,1.9295200000000001,0.25
2020-01-01 00:18:00,0.25336,3651.8,4478.9,9.2743,26.598,42.228,2703.6,75.099,120.42,0.35055,79.908,48.636,2632.4,25.293,47.786,3100.3,23.491,65.786,227.97,341.87,94.507,76.782,32.09,8.8633,26.242,6.9141,18.448,1.6231,32.862,13.687,24.212,1.2379,18.668,2.3091,4.9111,2.2618,0.010092,0.83953,0.078133,52.556,44.653,63.881,53.829,24.995,62.017,22.326,41.757,34.086,41.409,47.648,41.934,16.85,0.008891399999999966,-0.07829300000000039,-2.423999999999978,0.04291000000000622,0.01135959999999997,-1.355879999999999,-2.3099999999999454,-2.232210000000002,0.5977800000000002,-1.9712000000000103,0.5640999999999963,-0.1303399999999968,-0.0359379999999998,-0.23119999999999763,-0.28597999999999857,-0.09755999999999432,-0.1357400000000002,-0.005438000000000054,0.06405999999999779,-0.008385070000000001,0.003574500000000036,-0.019143950000000007,0.8562900000000013,0.9659900000000015,0.7389900000000011,0.1586199999999991,-3.990230000000004,-5.167169999999999,0.3462300000000056,0.8453799999999987,-1.3904800000000002,0.3
2020-01-01 00:21:00,0.25566,3677.6,4450.9,9.271,27.026,42.564,2701.9,75.182,120.35,0.35427,79.908,50.492,2630.7,24.904,50.224,3099.7,24.1,65.732,231.89,341.71,94.657,77.239,32.09,8.8633,26.242,6.9141,18.448,1.6231,32.862,13.687,24.212,1.2379,18.668,2.3091,4.9111,2.2618,0.010092,0.83953,0.078133,52.556,44.653,63.437,54.164,24.768,61.811,22.298,41.303,39.549,47.052,47.301,40.271,15.383,0.01119139999999999,-0.0815929999999998,-4.123999999999796,0.12591000000000463,0.01507959999999997,0.5001199999999955,-4.010000000000218,0.20578999999999326,1.206780000000002,1.9487999999999772,0.40409999999997126,-0.1303399999999968,-0.0359379999999998,-0.23119999999999763,-0.28597999999999857,-0.09755999999999432,-0.1357400000000002,-0.005438000000000054,0.06405999999999779,-0.008385070000000001,0.003574500000000036,-0.019143950000000007,0.4122899999999987,0.7389900000000011,0.5329899999999981,0.13061999999999685,1.472769999999997,0.475830000000002,-0.0007699999999957186,-0.817619999999998,-2.8574800000000025,0.35
2020-01-01 00:24:00,0.26228,3661.2,4529.1,9.1855,26.74,42.481,2703.8,75.865,120.42,0.32383,80.086,49.319,2632.9,26.497,50.51,3101.9,23.03,65.717,228.92,341.63,94.507,77.059,32.002,8.8418,26.702,7.0362,18.406,1.6068,32.888,13.858,24.258,1.1964,18.722,2.3211,4.8822,2.3019,0.010092,0.83953,0.078133,52.556,44.653,62.94,54.483,25.849,63.707,22.002,38.162,36.095,47.715,47.568,41.823,17.931,0.017811400000000005,-0.16709300000000127,-2.2239999999997053,0.8089099999999974,-0.015360399999999996,-0.6728799999999993,-1.8099999999999454,0.4917899999999946,0.13678000000000168,-1.0212000000000216,0.3240999999999872,-0.21833999999999776,-0.05743800000000121,0.22880000000000322,-0.32798000000000016,-0.07155999999999807,0.03526000000000096,-0.046938000000000146,0.11805999999999983,-0.008385070000000001,0.003574500000000036,-0.019143950000000007,-0.08471000000000117,1.8199900000000007,2.428989999999999,-0.16538000000000252,-1.9812300000000036,1.1388300000000058,0.2662300000000002,0.7343800000000016,-0.30948000000000064,0.4
2020-01-01 00:27:00,0.2646,3689.0,4554.4,9.2236,26.695,42.376,2706.0,75.002,120.38,0.3226,80.142,50.809,2634.7,25.53,50.821,3101.4,23.141,65.705,231.48,341.82,94.566,77.567,32.002,8.8418,26.702,7.0362,18.406,1.6068,32.888,13.858,24.258,1.1964,18.722,2.3211,4.8822,2.3019,0.010092,0.83953,0.078133,52.556,44.653,62.463,54.18,25.621,61.305,22.463,38.312,40.482,48.433,47.339,39.905,17.632,0.020131399999999994,-0.12899300000000125,-0.023999999999887223,-0.05409000000000219,-0.016590400000000005,0.8171199999999956,-0.010000000000218279,0.8027899999999946,0.24777999999999878,1.5387999999999806,0.5140999999999849,-0.21833999999999776,-0.05743800000000121,0.22880000000000322,-0.32798000000000016,-0.07155999999999807,0.03526000000000096,-0.046938000000000146,0.11805999999999983,-0.008385070000000001,0.003574500000000036,-0.019143950000000007,-0.5617099999999979,1.5919899999999991,0.02698999999999785,0.29561999999999955,2.405769999999997,1.8568300000000022,0.037230000000000985,-1.1836199999999977,-0.6084800000000001,0.45
